Title_text,Title_href,Price,Description,Buyinfo
SYMA X8CG - 8Mpix Full-HD kamera - RC_17059,https://drony.heureka.sk/syma-x8cg-8mpix-full-hd-kamera-rc-17059/,"187,00 €","Syma, X8G je vynikajúcou voľbou pre začiatočníkov aj pokročilých nadšencov kvadrokoptér.Kvadrokoptéra disponuje najnovším systémom stabilizácie 6-osé Gyro. RC kvadrokoptéra Syma...Možné zakúpiť priamo na Heureka.sk",Možné zakúpiť priamo na Heureka.sk
HOBBICO Kvadrokoptéra Dromida Verso - DIDE10RR,https://drony.heureka.sk/hobbico-kvadrokoptera-dromida-verso-dide10rr/,"18,83 - 26,40 €","HOBBICO Dromida Verso

S Verso zažijete zcela novou dimenzi letu s kvadrokoptérou. Pomocí jednoho tlačítka můžete také letět obráceně, možné jsou i obrácené vzlety a přistání....",
SYMA X5HC - HD kamera - Aretace letové hladiny - SYMA RC_44595,https://drony.heureka.sk/syma-x5hc-hd-kamera-aretace-letove-hladiny-syma-rc-44595/,"64,00 - 82,65 €","Zoznámte sa s dronom Syma X5HC, ktorý na rozdiel od svojho predchodcu X5SC prichádza s funkciou zavesenia. To znamená že ostane visieť na mieste vo vzduchu. Systém 6 osí...Možné zakúpiť priamo na Heureka.sk",Možné zakúpiť priamo na Heureka.sk
DJI Inspire 1 RAW + 2x Diaľkový ovládač - DJI0614,https://drony.heureka.sk/dji-inspire-1-raw-plus-2x-dialkovy-ovladac-dji0614/,"5 180,00 €","Lietajúca multikoptéra DJI Inspire 1 + 2 ovládače je vybavená 4K Ultra HD kamerou, pomocou ktorej môžete zachytiť kvalitné videá a originálne letecké snímky s rozlíšením 12...",
BUDDY TOYS BRQ 230 RC Dron 30,https://drony.heureka.sk/buddy-toys-brq-230-rc-dron-30/,"75,50 - 102,64 €","Kvadrokoptéra
Nahrávanie videa a fotenie na priloženú 2 GB micro SD kartu
3 režimy (začiatočník - normal - expert)
Nízka hmotnosť a odolná konštrukcia
Jednoduché použitie režimu...Možné zakúpiť priamo na Heureka.sk",Možné zakúpiť priamo na Heureka.sk
BUDDY TOYS BRQ 240 RC Dron 40,https://drony.heureka.sk/buddy-toys-brq-240-rc-dron-40/,"86,00 - 114,29 €","Kvadrokoptéra
Nahrávanie videa a fotenie na priloženú 2 GB micro SD kartu
3 režimy (začiatočník - normal - expert)
Nízka hmotnosť a odolná konštrukcia
Jednoduché použitie režimu...Možné zakúpiť priamo na Heureka.sk",Možné zakúpiť priamo na Heureka.sk
"LRP Kvadrokoptéra Gravit Vision FPV 2.4 GHz, RTF s WLAN-kamerou, mód 2 - L220707",https://drony.heureka.sk/lrp-kvadrokoptera-gravit-vision-fpv-2_4-ghz-rtf-s-wlan-kamerou-mod-2-l220707/,"100,00 €","kvadrokoptéra s integrovanou HD kamerou • podpora prenosu obrazu do mobilného telefónu • konštrukcia z kvalitného plastu • stabilný let • štvorkanálový vysielač 2,4GHz v móde 2...",
Syma X11C 2MP HD kamera - RC_16692,https://drony.heureka.sk/syma-x11c-2mp-hd-kamera-rc-16692/,"51,30 €","Syma X11C predstavuje idálnu voľbu pre tých, ktorí hľadajú univerzálny dron, ktorý môžete používať takmer kdekoľvek. Vďaka svojim malým rozmerom a ľahkou konštrukciou ho môžete...",
DJI Phantom 4 - DJI0420PACK,https://drony.heureka.sk/dji-phantom-4-dji0420pack/,"1 611,57 €","Inteligentný dron DJI Phantom 4 + batérie navyše: Vitajte v budúcnosti a vyskúšajte všetko, čo ponúka! Všetky najnovšie letecké technológie sa spojili do jedného jediného...",
Tarantula x6 - dron s HD kamerou - RC_16860,https://drony.heureka.sk/tarantula-x6-dron-s-hd-kamerou-rc-16860/,"115,00 €","ŠtÝlový dron s HD kamerou na antivibračnom držiaku

Tarantula X6 je veľký brat osvedčeného modelu Zhan X4, ktorý nás oslnil svojimi akčnými letovými schopnosťami. RC dron...",
DJI Inspire 1 Pro Black Edition - DJI0612,https://drony.heureka.sk/dji-inspire-1-pro-black-edition-dji0612/,"4 070,00 - 4 630,00 €","DJI Inspire 1 Pro Black Edition s novým Zenmuse X5 DJI Inspire 1 Pro Black je novinka od DJI, ktorá obsahuje úplne novú kameru X5. DJI Inspire 1 Pro Black Edícia vznikla pre...",
"ART DRON X-DRONE ALL ROAD 18,5cm 4in1 with camera H807C ZZDRON - ART-OEM-D5",https://drony.heureka.sk/art-dron-x-drone-all-road-18_5cm-4in1-with-camera-h807c-zzdron-art-oem-d5/,"52,41 €",Výrobca: ART;,
RC System Micro Q4 oranžová - RC3700,https://drony.heureka.sk/rc-system-micro-q4-oranzova-rc3700/,"61,16 €","Vše o produktu

kompaktní kvadrokoptéra za vynikající cenu • pro použití vevnitř i venku • čtyři rotory (55 mm) • výdrž na nabití 5 až 8 minut • vyjímatelný akumulátor • dálkové...",
Cheerson CX-30 RC dron s kamerou - RC_16700,https://drony.heureka.sk/cheerson-cx-30-rc-dron-s-kamerou-rc-16700/,"63,64 €","RC dron s vestavěnou kamerou 
Kvadrokoptéra na dálkové ovládání s kamerou Cheerson CX-30, RTF, 2.4 GHz, 6-axis RC Kvadrokoptéra Cheerson CX-30 se zabudovanou digitální kamerou...",
"ART DRON X-DRONE ALL ROAD (18,5cm) 4in1 s kamerou H807C - ZZDRON ART-OEM-D5",https://drony.heureka.sk/art-dron-x-drone-all-road-18_5cm-4in1-s-kamerou-h807c-zzdron-art-oem-d5/,"47,00 €","ART DRON X-DRONE ALL ROAD (18,5cm) 4in1 s kamerou H807C",
JJRC H12C kvadrikoptéra - CS029050,https://drony.heureka.sk/jjrc-h12c-kvadrikoptera-cs029050/,"123,97 €","JJRC H12C-5 je vybaven 2,4 Ghz s 4-kanálovým vysílačkou a 6 osym gyrem pro jednoduché a stabilní ovládání,
HD kamera  1080P 5.0MP  pro fantastická videa
 
navíc je vybaven LED...",
RC System Mini Q4 červená - RC3725,https://drony.heureka.sk/rc-system-mini-q4-cervena-rc3725/,"65,29 €","Vše o produktu

cenově atraktivní kvadrokoptéra • pro použití vevnitř i venku (max. vítr 5 metrů za sekundu) • čtyři rotory (136 mm) • výdrž na nabití 5 až 8 minut • vyjímatelný...",
Nine Eagles Galaxy Visitor 3 RTF - NE3907,https://drony.heureka.sk/nine-eagles-galaxy-visitor-3-rtf-ne3907/,"132,90 €",kvadrokoptéra s HD kamerou • pre použitie vo vnútri aj vonku • výdrž na nabitie cca 10 minút • slot na micro SD • diaľkové ovládanie • LED osvetlenie pre lepšiu orientáciu •...,
Rayline Funtom 5 MODRÁ Rayline GmbH - RS_RF5-M,https://drony.heureka.sk/rayline-funtom-5-modra-rayline-gmbh-rs-rf5-m/,"52,00 €","Funkcia: Vpred / vzad, hore / dole, doľava / doprava, stúpanie vľavo / vpravo, 360 ° predprogramovaný lopingGyroskopÚplne uzavretá ochrana rotorov, ideálny pre začiatočníkov.Ľad...Možné zakúpiť priamo na Heureka.sk",Možné zakúpiť priamo na Heureka.sk
Falcon s HD kamerou S-Idee - RS_U842,https://drony.heureka.sk/falcon-s-hd-kamerou-s-idee-rs-u842/,"150,00 €","Upgradovaná verze známeho modelu Falcon od firmy S-IDEE v unikátním designu a s HD kamerou. Cena: 3.490,-Možné zakúpiť priamo na Heureka.sk",Možné zakúpiť priamo na Heureka.sk
Rayline R809 VLHD Rayline GmbH - RS_R809VLHD,https://drony.heureka.sk/rayline-r809-vlhd-rayline-gmbh-rs-r809vlhd/,"143,90 €","R809V je jedným z našich najobľúbenejších modelov a už nevyhnutnou súčasťou nášho sortimentu.2,4 GHz technológia a funkcie 4-kanálového ovládanie rozbúcha srdce každého pilota....",
Dromida Vista UAV - 0707768203031,https://drony.heureka.sk/dromida-vista-uav-0707768203031/,"80,89 €"," Kvadrokoptéra Dromida Vista UAV kombinuje aerodynamiku, styl a robustnost v ultralehkém a kompaktním dronu. Barevná LED světla umožňují lepší viditelnost nejen ve dne, ale i v...",
S-Idee - RS_S183W,https://drony.heureka.sk/s-idee-rs-s183w/,"108,00 €","Střední model kvadrakoptéry, se supersilným akumulátorem 7,4V a Wi-fi přenosem na smartphone. Efektní LED osvětlení!  Cena: 2790,-Možné zakúpiť priamo na Heureka.sk",Možné zakúpiť priamo na Heureka.sk
MJX HEXA s online přenosem FPV přes WiFi MJX - RC_16991,https://drony.heureka.sk/mjx-hexa-s-online-prenosem-fpv-pres-wifi-mjx-rc-16991/,"123,14 €","RC dron  MJX HEXA
 
MJX hexakoptéra HEXA s FPV online přenosem přes Wifi
Tento jedinečný model hexakoptéry přichází za skvělou cenu s možností montáže FPV kamery, která Vám...",
MJX X101 - bez kamery - zabiják X8C MJX - RC_45301,https://drony.heureka.sk/mjx-x101-bez-kamery-zabijak-x8c-mjx-rc-45301/,"119,84 €"," 
Nejnovější přírůstek od dobře známé značky - drone MJX X101, vybavený kamerovým FPV, který vám umožní sledovat krajinu.
Chcete se rychle vrátit do výchozí polohy dronu? V...",
Rayline R809 - RC_45299,https://drony.heureka.sk/rayline-r809-rc-45299/,"139,00 €","RAYLINE R809 - OBRIA KVADROKOPTÉRA S HD KAMEROU VLHD

Kvadrokoptére RayLine HD Cam prináša celú radu zlepšení, pri náročnosti pilotáže od úplných začiatočníkov až po tých...",
Syma X5Csw PRO - 40 minut letu - WiFi kamera s online přenosem SYMA - RC_44597,https://drony.heureka.sk/syma-x5csw-pro-40-minut-letu-wifi-kamera-s-online-prenosem-syma-rc-44597/,"111,57 €","Kvadrokoptéra na dálkové ovládání s dlouhou dobou letu
RC model multikoptéry SYMA X5Csw PRO
Vylepšená verze X5Csw PRO má silnější motory a odolnější a vyšší podvozek. Dále pak...",
Dromida Verso YY Inversion RTF - 707768801046,https://drony.heureka.sk/dromida-verso-yy-inversion-rtf-707768801046/,"57,90 €"," Létání s drony dostává nové rozměry. Tento malý rošťák dokáže odstartovat, létat i přistát vzhůru nohama. Jeho otočné motory vám tak poskytnou větší m VypnutoVynechat z...",
Dromida Vista UAV - 0707768203017,https://drony.heureka.sk/dromida-vista-uav-0707768203017/,"82,90 €"," Kvadrokoptéra Dromida Vista UAV kombinuje aerodynamiku, styl a robustnost v ultralehkém a kompaktním dronu. Barevná LED světla umožňují lepší viditelnost nejen ve dne, ale i v...",
Nine Eagles kvadrokoptéra Galaxy Visitor 3 RTF s kamerou - NE3907,https://drony.heureka.sk/nine-eagles-kvadrokoptera-galaxy-visitor-3-rtf-s-kamerou-ne3907/,"134,90 €",Nová micro kvadrokoptéra GALAXY VISITOR 3 s vynikajícími letovými vlastnostmi je konstruovaná pro klidné létání venku i doma a hlavně pro natáčení video snímků a pořizování...,
"LRP Kvadrokoptéra H4 Gravit Micro 2.0 set, 130 mm - L220702",https://drony.heureka.sk/lrp-kvadrokoptera-h4-gravit-micro-2_0-set-130-mm-l220702/,"67,00 €","RC set kvadrokoptéry (dronu) se 4-kanálovou RC soupravou 2.4GHz, 1x LiPo aku 300mAh a nabíječem kompletně připravený k letu. Rozpětí ramen 130mm, letová hmotnost 44g. Naše micro...",
Parrot AR.Drone 2 vymeniteľný vonkajší kryt (žltý) - PF070043,https://drony.heureka.sk/parrot-ar-drone-2-vymenitelny-vonkajsi-kryt-zlty-pf070043/,"17,70 €",Parrot AR.Drone 2 vymeniteľný vonkajší kryt (žltý),
Syma RC dron X5HW FPV WiFi kamera biely - RS_X5HW-B,https://drony.heureka.sk/syma-rc-dron-x5hw-fpv-wifi-kamera-biely-rs-x5hw-b/,"88,00 €",FPV verzia jedného z najúspešnejšie predávaných dronov pre začiatočníkov vôbec. Ihneď po vzlietnutí zistíte že sa výrazne zapracovalo na výkone a ovládateľnosti. Dron je...,
Syma RC dron X5HW FPV WiFi kamera modrý - RS_X5HW-B,https://drony.heureka.sk/syma-rc-dron-x5hw-fpv-wifi-kamera-modry-rs-x5hw-b/,"88,00 €",FPV verzia jedného z najúspešnejšie predávaných dronov pre začiatočníkov vôbec. Ihneď po vzlietnutí zistíte že sa výrazne zapracovalo na výkone a ovládateľnosti. Dron je...,
Dromida Vista FPV - 0707768204021,https://drony.heureka.sk/dromida-vista-fpv-0707768204021/,"151,90 €"," Dron s kamerou a vynikajícími letovými vlastnostmi pro létání uvnitř i venku – to je Dromida Vista FPV, která je určena pro všechny piloty od 14 let. Dron je vyroben z...",
Dromida Vista FPV - 0707768204038,https://drony.heureka.sk/dromida-vista-fpv-0707768204038/,"147,30 €"," Dron s kamerou a vynikajícími letovými vlastnostmi pro létání uvnitř i venku – to je Dromida Vista FPV, která je určena pro všechny piloty od 14 let. Dron je vyroben z...",
Smart drone DJI Phantom 3 Standard - DJI0326,https://drony.heureka.sk/smart-drone-dji-phantom-3-standard-dji0326/,"559,00 €",Pořizujte profesionální záběry dech beroucích přírodních scenérií a zvěčňujte je prostřednictvím vysoce kvalitních videí a fotografií! S revoluční kvadrokoptérou DJI Phantom 3...,
Parrot AR.Drone 2 Flight Recorder (GPS + paměť) - PF070055,https://drony.heureka.sk/parrot-ar-drone-2-flight-recorder-gps-plus-pamet-pf070055/,"82,00 €",Parrot AR.Drone 2 Flight Recorder / GPS + paměť,
SYMA X8C - RC 16794,https://drony.heureka.sk/syma-x8c-rc-16794/,"98,35 - 115,00 €","RC kvadrokoptéra s HD kamerou

Tisíce predaných dronov SYMA X5C dokazujú, že sa SYMA vydala správnym smerom. Väčší braček SYMA X8C je dôkazom. Nový, extrémne stabilný RC model...",
RCBuy - dron s kamerou Wasp Blue - LH-X16C,https://drony.heureka.sk/rcbuy-dron-s-kamerou-wasp-blue-lh-x16c/,"63,40 - 95,51 €","LH-X16C WASP CAMERA rozměry délka	30 šířka	30 výška (včetně nožiček)	11 váha modelu včetně baterií (kg)	0,08 kapacita baterie modelu	3.7V 350mAh Li-Po kapacita baterie...",
RCBuy - dron Dragonfly Red - LH-X10,https://drony.heureka.sk/rcbuy-dron-dragonfly-red-lh-x10/,"38,60 - 59,03 €","LH-X10 DRAGONFLY rozměry délka	34 šířka	34 výška (včetně nožiček)	9 váha modelu včetně baterií (kg)	0,1 kapacita baterie modelu	3.7V 500mAh Li-Po kapacita baterie...",
RCBuy - dron Dragonfly Blue - LH-X10,https://drony.heureka.sk/rcbuy-dron-dragonfly-blue-lh-x10/,"38,60 - 59,03 €","LH-X10 DRAGONFLY rozměry délka	34 šířka	34 výška (včetně nožiček)	9 váha modelu včetně baterií (kg)	0,1 kapacita baterie modelu	3.7V 500mAh Li-Po kapacita baterie...",
Syma X5Csw - SYMA RC 16983,https://drony.heureka.sk/syma-x5csw-syma-rc-16983/,"69,90 - 73,55 €",Kvadrokoptéra s WiFi prenosom z HD kamery do mobilného telefónu - sledujte video z letu v reálnom čase,
Tarantula X6 (H16) kvadrikoptéra - JJH16,https://drony.heureka.sk/tarantula-x6-h16-kvadrikoptera-jjh16/,"94,00 - 111,57 €","Dron Tarantula X6 je veľkým bratom osvedčeného a veľmi spoľahlivého modelu Zhan X4, ktorý nás oslnil svojimi letovými vlastnosťami. X6 je väčší, vybavená HD kamerou a...",
DJI F320 Phantom 2 Vision+ s baterií navíc - DJI0320BATv,https://drony.heureka.sk/dji-f320-phantom-2-vision-plus-s-baterii-navic-dji0320batv/,"702,48 €","DJI - F320 Phantom 2 VISION+ (extra baterie zdarma)
předvádecí kus  cca 40x litany  zaruka 24mesicu

RC set kvadrokoptéry s autopilotem NAZA-M V2 s GPS, 6-kanálovou RC soupravou...",
YUNEEC TYPHOON H - YUNTYHEU,https://drony.heureka.sk/yuneec-typhoon-h-yuntyheu/,"1 735,54 €","YUNEEC TYPHOON H první profi dron za normální cenu!
Yuneec Typhoon H je kompletně vybavená hexakoptéra určená pro letecké snímkování vybavená 4K kamerou umístěnou na 3-osém...",
Tarantula x6 s HD kamerou - RC_16860,https://drony.heureka.sk/tarantula-x6-s-hd-kamerou-rc-16860/,"97,00 - 111,57 €","Dron Tarantula X6 je veľkým bratom osvedčeného a veľmi spoľahlivého modelu Zhan X4, ktorý nás oslnil svojimi letovými vlastnosťami. X6 je väčší, vybavená HD kamerou a...",
"DJI Phantom 4, 4K Ultra HD kamera - DJI0420",https://drony.heureka.sk/dji-phantom-4_4k-ultra-hd-kamera-dji0420/,"1 119,00 €","DJI kvadrokoptéra - dron, Phantom 4, 4K Ultra HD kamera

Kvadrokoptéra Phantom 4 s 4K Ultra HD kamerou umístěnou na 3-osém stabilizovaném závěsu, s integrovaným systémem...",
Syma X6 - obrovský dron na diaľkové ovládanie - RC0247,https://drony.heureka.sk/syma-x6-obrovsky-dron-na-dialkove-ovladanie-rc0247/,"85,10 €","Popis:
RC Kvadrokoptéra SYMA X6 nám doslova vyrazila dych. Uhlopriečka 70 cm už naozaj budí rešpekt. Samozrejmosťou je vysielač na 2,4 GHz s veľkým dosahom. RC ovládanie je...",
Dron s HD kamerou R806 a 2x AKU LiPo Rayline GmbH - RC_44633,https://drony.heureka.sk/dron-s-hd-kamerou-r806-a-2x-aku-lipo-rayline-gmbh-rc-44633/,"95,00 €","Kvalitné spracovanie, použité materiály a moderná konštrukcia umožňuje lietať až 10 minút. Hlavná výhoda - v balení je druhá batéria zdarma, čo umožňuje 20 minút letu na jedno...Možné zakúpiť priamo na Heureka.sk",Možné zakúpiť priamo na Heureka.sk
"Funtom 6 2x AKU! BAROMETR, HD kamera Rayline GmbH - RC_45528",https://drony.heureka.sk/funtom-6-2x-aku-barometr-hd-kamera-rayline-gmbh-rc-45528/,"100,00 - 103,00 €","Dron s HD kamerou Rayline FUNTOM 6 a 2x AKU LiPo

Dron nemeckej firmy Rayline. Kvalitné spracovanie, použité materiály a moderná konštrukcia umožnia let až 10 minút. Hlavná...Možné zakúpiť priamo na Heureka.sk",Možné zakúpiť priamo na Heureka.sk
"Funtom 9 BAROMETR, WIFI FPV kamera, kompas XXL vel. Rayline GmbH - RC_45530",https://drony.heureka.sk/funtom-9-barometr-wifi-fpv-kamera-kompas-xxl-vel-rayline-gmbh-rc-45530/,"165,00 - 175,00 €","Rayline FunTom 9 s WIFI kamerou, barometrom a kompasom! XXL veľkosť.

Táto kvadrokoptéra pochádza z našej novej série. So všetkými známymi vlastnosťami našich úspešných modelov,...Možné zakúpiť priamo na Heureka.sk",Možné zakúpiť priamo na Heureka.sk
Smart drone YUNEEC Q500 4K Typhoon s kamerou C-GO3-4K RTF StaedyGrip + kufr - YUNQ4KTEU,https://drony.heureka.sk/smart-drone-yuneec-q500-4k-typhoon-s-kamerou-c-go3-4k-rtf-staedygrip-plus-kufr-yunq4kteu/,"939,00 €",Paměť Slot pro paměťovou kartu: microSD Max. velikost paměťové karty (GB): 128 Typ Typ: Dron s kamerou RC- provedení: RTF (Ready to Fly) Vlastnosti dálkového ovládání Frekvence:...,
Smart drone 3D Robotics Solo - 858566005669,https://drony.heureka.sk/smart-drone-3d-robotics-solo-858566005669/,"745,50 €"," 3D Robotics Solo se řadí mezi nejinteligentnější drony na světě, zároveň se pyšní i jedním z nejjednodušších ovládání. Dle mnohých je vůbec nejlepší dron na světě, jestli tomu...",
Smart drone Parrot Bebop DISCO FPV - PF750001AA,https://drony.heureka.sk/smart-drone-parrot-bebop-disco-fpv-pf750001aa/,"1 305,00 €"," Disco představuje skutečně fascinující projekt – ultralehký a rychlý dron s pevně ukotvenými odnímatelnými křídly a letovou dobou až 45 minut. Přední kamera je umístěna přímo...",
DJI Matrice 600 + DJI Ronin-MX - DJIM601,https://drony.heureka.sk/dji-matrice-600-plus-dji-ronin-mx-djim601/,"6 799,00 €",DJI Matrice 600 + DJI Ronin-MX Táto sada obsahuje : 1x DJI Matrice 600 1x DJI Ronin-MX,
DJI Matrice 600 - DJIM600,https://drony.heureka.sk/dji-matrice-600-djim600/,"5 299,00 €",DJI MATRICE 600 Navrhnutý pre filmárov a priemyselné využitie Podpora viacerých gimbalov vrátane Ronin-MX Zabudovaná riadiaca jednotka DJI A3 a DJI Lightbridge 2 Predĺžená doba...,
MINI HAWKEYE 1506 S KAMEROU S-Idee - RS_S1506,https://drony.heureka.sk/mini-hawkeye-1506-s-kamerou-s-idee-rs-s1506/,"47,00 €","S-idee Mini hawkeye 1506 mini kvadrokoptéra s kamerou

Výborný model pre vnútorné i vonkajšie použitie.

 

Technická špecifikácia:

- Vstavaná kamera 0,3 MP

- Vysielač 2,4 Ghz...",
Smart Drone EHANG Ghostdrone 2.0 VR biely (Android) - 6935344301091,https://drony.heureka.sk/smart-drone-ehang-ghostdrone-2_0-vr-biely-android-6935344301091/,"1 033,00 €","Ehang GHOSTDRONE 2.0 patří mezi unikátní zařízení, které lze ovládat výhradně pomocí chytrého telefonu. Díky chytrým senzorům se nemusíte obávat ani nějakého náhodného pádu nebo...",
Smart Drone EHANG Ghostdrone 2.0 Aerial čierny - 6935344301060,https://drony.heureka.sk/smart-drone-ehang-ghostdrone-2_0-aerial-cierny-6935344301060/,"559,00 €","Ehang GHOSTDRONE 2.0 patří mezi unikátní zařízení, které lze ovládat výhradně pomocí chytrého telefonu. Díky chytrým senzorům se nemusíte obávat ani nějakého náhodného pádu nebo...",
Dron Xiro Xplorer V + náhradné batérie + handler - 6936880960766,https://drony.heureka.sk/dron-xiro-xplorer-v-plus-nahradne-baterie-plus-handler-6936880960766/,"805,10 €",Kvadrokoptéra Xiro Xplorer je výkonný letoun s vestavěným GPS modulem a kamerou schopnou pořizovat videa v HD kvalitě nebo 12 megapixelové fotografie. Vysoce kvalitní plastové...,
Dron Xiro Xplorer V + náhradné batérie - 6936880960780,https://drony.heureka.sk/dron-xiro-xplorer-v-plus-nahradne-baterie-6936880960780/,"734,30 €",Kvadrokoptéra Xiro Xplorer je výkonný letoun s vestavěným GPS modulem a kamerou schopnou pořizovat videa v HD kvalitě nebo 12 megapixelové fotografie. Vysoce kvalitní plastové...,
Smart Drone EHANG Ghostdrone 2.0 VR biely (iOS) - 6935344301190,https://drony.heureka.sk/smart-drone-ehang-ghostdrone-2_0-vr-biely-ios-6935344301190/,"1 033,00 €","Ehang GHOSTDRONE 2.0 patří mezi unikátní zařízení, které lze ovládat výhradně pomocí chytrého telefonu. Díky chytrým senzorům se nemusíte obávat ani nějakého náhodného pádu nebo...",
Smart Drone EHANG Ghostdrone 2.0 VR čierny (Android) - 6935344301183,https://drony.heureka.sk/smart-drone-ehang-ghostdrone-2_0-vr-cierny-android-6935344301183/,"1 033,00 €","Ehang GHOSTDRONE 2.0 patří mezi unikátní zařízení, které lze ovládat výhradně pomocí chytrého telefonu. Díky chytrým senzorům se nemusíte obávat ani nějakého náhodného pádu nebo...",
Smart drone YUNEEC Q500 4K Typhoon (YUNQ4KPEU),https://drony.heureka.sk/smart-drone-yuneec-q500-4k-typhoon-yunq4kpeu/,"962,00 €","Yuneec Q500 4K Typhoon Řízená úhlová přesnost: +/- 0,02° Ohnisková vzdálenost objektivu (ca) odpov. 35 mm KB: 14 Síla světla: 2,8 Sensor Chip: CMOS Senzorový čip: 1""/2,3""...",
SPHERE 2.0 - S003RW1,https://drony.heureka.sk/sphere-2_0-s003rw1/,"149,10 €","Vypnuto Vynechat z LightBoxu Sphero 2.0 je revoluční „magická koule“, kterou intuitivně ovládáte nakláněním, dotýkáním a pohupováním pomocí smartphonu či tabletu s operačním...",
Smart Drone EHANG Ghostdrone 2.0 VR čierny (iOS) - 6935344301206,https://drony.heureka.sk/smart-drone-ehang-ghostdrone-2_0-vr-cierny-ios-6935344301206/,"1 033,00 €","Ehang GHOSTDRONE 2.0 patří mezi unikátní zařízení, které lze ovládat výhradně pomocí chytrého telefonu. Díky chytrým senzorům se nemusíte obávat ani nějakého náhodného pádu nebo...",
Dron Kvadrokoptéra Dromida Vista UAV biela - 0707768203048,https://drony.heureka.sk/dron-kvadrokoptera-dromida-vista-uav-biela-0707768203048/,"82,90 €"," Kvadrokoptéra Dromida Vista UAV kombinuje aerodynamiku, styl a robustnost v ultralehkém a kompaktním dronu. Barevná LED světla umožňují lepší viditelnost nejen ve dne, ale i v...",
Dron Kvadrokoptéra Dromida Vista FPV žltá - 0707768204045,https://drony.heureka.sk/dron-kvadrokoptera-dromida-vista-fpv-zlta-0707768204045/,"149,90 €"," Dron s kamerou a vynikajícími letovými vlastnostmi pro létání uvnitř i venku – to je Dromida Vista FPV, která je určena pro všechny piloty od 14 let. Dron je vyroben z...",
"Syma RC dron X12S nano, axis gyro, biela, RC - 16540",https://drony.heureka.sk/syma-rc-dron-x12s-nano-axis-gyro-biela-rc-16540/,"27,20 €",Renomovaný a známy výrobca Syma opäť prichádza so zaujímavým kúskom. Tentoraz s vylepšenou verziou svojho nano dronu Syma X12. Nová verzia X12S nano dostala elegantnejší vzhľad...,
Smart drone YUNEEC Typhoon H - YUNTYHBREU,https://drony.heureka.sk/smart-drone-yuneec-typhoon-h-yuntyhbreu/,"1 742,00 €","S unikátní hexakoptérou předního výrobce YUNEEC získáte profesionální letecké záběry. Smart drone z řady Typhoon nabízí kvalitní 4K Ultra HD kameru, která je umístěna na...",
"MJX X101 - Online přenos, záznam na paměťovou kartu zabiják X8C - RC_17001",https://drony.heureka.sk/mjx-x101-online-prenos-zaznam-na-pametovou-kartu-zabijak-x8c-rc-17001/,"181,82 €"," 
Nejnovější přírůstek od dobře známé značky - drone MJX X101, vybavený kamerovým FPV, který vám umožní sledovat krajinu.
Chcete se rychle vrátit do výchozí polohy dronu? V...",
"Syma RC dron X12S nano, 6 axis gyro, zelená, RC - 16540",https://drony.heureka.sk/syma-rc-dron-x12s-nano-6-axis-gyro-zelena-rc-16540/,"27,20 €",Renomovaný a známy výrobca Syma opäť prichádza so zaujímavým kúskom. Tentoraz s vylepšenou verziou svojho nano dronu Syma X12. Nová verzia X12S nano dostala elegantnejší vzhľad...,
Dromida Verso RR Inversion RTF - 707768801039,https://drony.heureka.sk/dromida-verso-rr-inversion-rtf-707768801039/,"57,90 €"," Létání s drony dostává nové rozměry. Tento malý rošťák dokáže odstartovat, létat i přistát vzhůru nohama. Jeho otočné motory vám tak poskytnou větší m VypnutoVynechat z...",
Dron Sphere BB-8 Star Wars - R001ROW,https://drony.heureka.sk/dron-sphere-bb-8-star-wars-r001row/,"190,00 €","Seznamte se s BB-8 - Droid ovládaný aplikací, jehož pohyby a osobnost jsou stejně autentické jako jejich pokročilost. Na základě vašich interakcí bude BB-8 ukazovat celou škálu...",
Revell Control Nano Quad zelená - 4009803239439,https://drony.heureka.sk/revell-control-nano-quad-zelena-4009803239439/,"34,99 - 42,10 €","Mini kvadrokoptéra od firmy Revell, meria len 45 mm ku 45 mm a tak nie je o mnoho väčšia ako 2 € minca. S inovatívnou GHz technológiou a riadiacou elektronikou dokáže vyrovnať...",
Revell Control Nano Quad modrá - 4009803239422,https://drony.heureka.sk/revell-control-nano-quad-modra-4009803239422/,"31,98 €","Mini kvadrokoptéra od firmy Revell, meria len 45 mm ku 45 mm a tak nie je o mnoho väčšia ako 2 € minca. S inovatívnou GHz technológiou a riadiacou elektronikou dokáže vyrovnať...",
YUNEEC TYPHOON H ADVANCE plus WIZARD - YUNTYHBEU-W,https://drony.heureka.sk/yuneec-typhoon-h-advance-plus-wizard-yuntyhbeu-w/,"1 069,00 - 1 735,54 €","OBSAH BALENIA Obsahom balenia je zostavený dron Yuneec Typhoon H, kamera C GO3 + s 360 ° gimbal, vysielač ST16, LiPol akumulátor do dronu 14.8 V 5400 mAh, nabíjač na 12 V,...",
AMX 51 HD s FPV kamerou a displejom Amewi - RC_16710,https://drony.heureka.sk/amx-51-hd-s-fpv-kamerou-a-displejom-amewi-rc-16710/,"206,00 €","Amewi  AMX 51 HD s FPV kamerou a displejom

Výkonný dron s FPV kamerou a futuristickým diaľkovým ovládaním, ktoré fantasticky padne do ruky! Živý obraz na displeji 4,5 palce a...",
